"","province_code","house_cat","year","month","n","median","mean","stand_dev","variance","IQR","q25","q75","median_scaled","date"
"1740","riau","D",2017,3,159,4e+06,4389165.63197626,1710634.87342563,2926271670179.93,2234848.48484848,3050865.8008658,5285714.28571429,104.347826086957,Mar 2017
"1741","riau","D",2017,4,99,4166666.66666667,4499162.33574518,1697032.76594794,2879920208700.9,2042592.59259259,3157407.40740741,5200000,108.695652173913,Apr 2017
"1742","riau","D",2017,5,145,4444444.44444444,4752404.36834575,2016448.97840952,4066066482528.78,2814159.2920354,3185840.7079646,6e+06,115.942028985507,May 2017
"1743","riau","D",2017,6,86,4557692.30769231,5161318.45429824,1949513.08541018,3800601270185.52,3073456.76366423,3601108.033241,6674564.79690522,118.896321070234,Jun 2017
"1744","sulawesi-barat","A",2016,1,3,5277777.77777778,7560185.18518519,5331349.69862731,28423289609053.5,4951388.88888889,4513888.88888889,9465277.77777778,100,Jan 2016
"1745","sulawesi-barat","A",2016,2,3,13333333.3333333,10930930.9309309,5666074.62878811,32104401698996.3,5270270.27027027,8896396.3963964,14166666.6666667,252.631578947368,Feb 2016
"1746","sulawesi-barat","A",2016,3,3,4861113.55555556,4646164.83597884,1425893.74656999,2033172976507.41,1413690.47619048,3993056.77777778,5406747.25396825,92.1053094736842,Mar 2016
"1747","sulawesi-barat","A",2016,4,2,5333333.33333333,5333333.33333333,314269.680527355,98765432098.7657,222222.222222223,5222222.22222222,5444444.44444444,101.052631578947,Apr 2016
"1748","sulawesi-barat","A",2016,5,1,4888888.88888889,4888888.88888889,NA,NA,0,4888888.88888889,4888888.88888889,92.6315789473684,May 2016
"1749","sulawesi-barat","A",2016,6,1,6122448.97959184,6122448.97959184,NA,NA,0,6122448.97959184,6122448.97959184,116.004296455424,Jun 2016
"1750","sulawesi-barat","A",2016,7,3,6250000,6250000,0,0,0,6250000,6250000,118.421052631579,Jul 2016
"1751","sulawesi-barat","A",2016,8,6,6166666.66666667,5834513.08451308,703890.714527142,495462137997.531,429563.492063493,5813492.06349206,6243055.55555556,116.842105263158,Aug 2016
"1752","sulawesi-barat","A",2016,9,5,5555555.55555556,6025396.82539683,1583590.90079903,2507760141093.47,2142857.14285714,5142857.14285714,7285714.28571429,105.263157894737,Sep 2016
"1753","sulawesi-barat","A",2016,10,6,4047619.04761905,4489221.36422136,1151824.24716885,1326699096366.08,625000,3824404.76190476,4449404.76190476,76.6917293233083,Oct 2016
"1754","sulawesi-barat","A",2016,11,2,6235521.23552124,6235521.23552124,737138.343321883,543372937195.33,521235.521235521,5974903.47490347,6496138.996139,118.146718146718,Nov 2016
"1755","sulawesi-barat","A",2016,12,2,5416666.66666667,5416666.66666667,1178511.30197758,1388888888888.89,833333.333333333,5e+06,5833333.33333333,102.631578947368,Dec 2016
"1756","sulawesi-barat","A",2017,1,2,6592664.09266409,6592664.09266409,232062.071045778,53852804818.0558,164092.664092665,6510617.76061776,6674710.42471042,124.913635439951,Jan 2017
"1757","sulawesi-barat","A",2017,2,1,7e+06,7e+06,NA,NA,0,7e+06,7e+06,132.631578947368,Feb 2017
"1758","sulawesi-barat","A",2017,3,6,5318452.38095238,7081483.26898327,4223418.41831604,17837263136171.2,1551198.51994852,4873511.9047619,6424710.42471042,100.770676691729,Mar 2017
"1759","sulawesi-barat","A",2017,5,4,7816666.66666667,7109722.22222222,2478676.03299487,6143834876543.21,2184722.22222222,6370833.33333333,8555555.55555556,148.105263157895,May 2017
"1760","sulawesi-barat","B",2016,1,2,2462121.21212121,2462121.21212121,267843.477722177,71740128558.3102,189393.939393939,2367424.24242424,2556818.18181818,100,Jan 2016
"1761","sulawesi-barat","B",2016,2,6,5024509.80392157,5739325.81591036,3074135.96696246,9450311943372.2,4268207.28291317,3452380.95238095,7720588.23529412,204.072398190045,Feb 2016
"1762","sulawesi-barat","B",2016,3,6,3276515.15151515,4758838.38383838,2929381.63832938,8581276782981.33,4554924.24242424,2604166.66666667,7159090.90909091,133.076923076923,Mar 2016
"1763","sulawesi-barat","B",2016,4,3,8750000,7262345.67901235,3095645.16309055,9583018975765.89,2814814.81481482,6226851.85185185,9041666.66666667,355.384615384615,Apr 2016
"1764","sulawesi-barat","B",2016,5,2,6482142.85714286,6482142.85714286,2853680.93836,8143494897959.18,2017857.14285714,5473214.28571429,7491071.42857143,263.274725274725,May 2016
"1765","sulawesi-barat","B",2016,7,1,3703703.7037037,3703703.7037037,NA,NA,0,3703703.7037037,3703703.7037037,150.42735042735,Jul 2016
"1766","sulawesi-barat","B",2016,8,4,4941176.47058824,4793504.90196078,2077101.76730224,4314351751730.1,2588848.03921569,3572916.66666667,6161764.70588235,200.68778280543,Aug 2016
"1767","sulawesi-barat","B",2016,9,4,5e+06,4939692.98245614,1121266.16106064,1257237803939.67,685307.01754386,4627192.98245614,5312500,203.076923076923,Sep 2016
"1768","sulawesi-barat","B",2016,10,6,3809523.80952381,3994069.664903,836256.109067094,699324279952.035,1260317.46031746,3283333.33333333,4543650.79365079,154.725274725275,Oct 2016
"1769","sulawesi-barat","B",2016,11,3,11458333.3333333,10861111.1111111,1034419.23229808,1070023148148.15,895833.333333334,10562500,11458333.3333333,465.384615384615,Nov 2016
"1770","sulawesi-barat","B",2016,12,1,3928571.42857143,3928571.42857143,NA,NA,0,3928571.42857143,3928571.42857143,159.56043956044,Dec 2016
"1771","sulawesi-barat","B",2017,1,1,2856857.14285714,2856857.14285714,NA,NA,0,2856857.14285714,2856857.14285714,116.032351648352,Jan 2017
"1772","sulawesi-barat","B",2017,2,5,4814814.81481481,4993691.49369149,1990133.98311962,3960633270767.58,52910.0529100522,4761904.76190476,4814814.81481481,195.555555555556,Feb 2017
"1773","sulawesi-barat","B",2017,3,3,4333333.33333333,4298728.81355932,1989985.55585922,3960042512528.33,1989759.88700565,3312500,5302259.88700565,176,Mar 2017
"1774","sulawesi-barat","B",2017,4,4,4699430.1994302,7037215.0997151,5327662.00126251,28383982399696.4,2917200.85470085,4409722.22222222,7326923.07692308,190.869165023011,Apr 2017
"1775","sulawesi-barat","B",2017,5,1,4e+06,4e+06,NA,NA,0,4e+06,4e+06,162.461538461538,May 2017
"1776","sulawesi-barat","B",2017,6,4,4100529.1005291,4883597.88359788,2152639.50417041,4633856834915.04,1960317.46031746,3511904.76190476,5472222.22222222,166.544566544567,Jun 2017
"1777","sulawesi-barat","C",2016,1,2,2626582.27848101,2626582.27848101,179014.374983936,32046146450.8893,126582.278481013,2563291.13924051,2689873.41772152,100,Jan 2016
"1778","sulawesi-barat","C",2016,2,5,3040000,3645429.42942943,1011818.86894329,1023777423549.68,1404444.44444444,3040000,4444444.44444444,115.739759036145,Feb 2016
"1779","sulawesi-barat","C",2016,3,1,4e+06,4e+06,NA,NA,0,4e+06,4e+06,152.289156626506,Mar 2016
"1780","sulawesi-barat","C",2016,4,2,4209325.3968254,4209325.3968254,430717.821079901,185517841395.818,304563.492063493,4057043.65079365,4361607.14285714,160.258653662268,Apr 2016
"1781","sulawesi-barat","C",2016,5,3,3846153.84615385,5964590.96459096,4121340.36219417,16985446381050.8,3690476.19047619,3589743.58974359,7280219.78021978,146.43188137164,May 2016
"1782","sulawesi-barat","C",2016,6,2,8888888.88888889,8888888.88888889,3142696.80527354,9876543209876.54,2222222.22222222,7777777.77777778,1e+07,338.420348058902,Jun 2016
"1783","sulawesi-barat","C",2016,7,1,5e+06,5e+06,NA,NA,0,5e+06,5e+06,190.361445783133,Jul 2016
"1784","sulawesi-barat","C",2016,8,1,3333333.33333333,3333333.33333333,NA,NA,0,3333333.33333333,3333333.33333333,126.907630522088,Aug 2016
"1785","sulawesi-barat","C",2016,9,3,4044117.64705882,3506263.61655773,931590.507883587,867860874378.8,806781.045751634,3237336.60130719,4044117.64705882,153.96881644224,Sep 2016
"1786","sulawesi-barat","C",2016,10,2,6132246.37681159,6132246.37681159,2523551.37488677,6368311541692.92,1784420.28985507,5240036.23188406,7024456.52173913,233.468657237646,Oct 2016
"1787","sulawesi-barat","C",2016,11,1,2750000,2750000,NA,NA,0,2750000,2750000,104.698795180723,Nov 2016
"1788","sulawesi-barat","C",2017,2,1,3571428.57142857,3571428.57142857,NA,NA,0,3571428.57142857,3571428.57142857,135.972461273666,Feb 2017
"1789","sulawesi-barat","C",2017,3,2,2768518.51851852,2768518.51851852,144040.270241704,20747599451.3032,101851.851851852,2717592.59259259,2819444.44444444,105.403837572512,Mar 2017
"1790","sulawesi-barat","C",2017,4,3,4e+06,4310325.47699214,1617599.26003513,2616627366066.2,1595117.84511785,3435185.18518519,5030303.03030303,152.289156626506,Apr 2017
"1791","sulawesi-barat","C",2017,5,2,6500000,6500000,235702.260395516,55555555555.5558,166666.666666666,6416666.66666667,6583333.33333333,247.469879518072,May 2017
"1792","sulawesi-barat","C",2017,6,1,3416666.66666667,3416666.66666667,NA,NA,0,3416666.66666667,3416666.66666667,130.080321285141,Jun 2017
"1793","sulawesi-barat","D",2016,1,2,8577235.77235772,8577235.77235772,2701952.74111933,7300548615242.25,1910569.10569106,7621951.2195122,9532520.32520325,100,Jan 2016
"1794","sulawesi-barat","D",2016,2,2,9803921.56862745,9803921.56862745,0,0,0,9803921.56862745,9803921.56862745,114.301644828548,Feb 2016
"1795","sulawesi-barat","D",2016,4,2,6048477.04847705,6048477.04847705,5096871.78785773,25978102021860.1,3604032.6040326,4246460.74646075,7850493.35049335,70.5177892855618,Apr 2016
"1796","sulawesi-barat","D",2016,6,1,5281690.14084507,5281690.14084507,NA,NA,0,5281690.14084507,5281690.14084507,61.5779987984781,Jun 2016
"1797","sulawesi-barat","D",2016,7,1,2333333.33333333,2333333.33333333,NA,NA,0,2333333.33333333,2333333.33333333,27.2037914691943,Jul 2016
"1798","sulawesi-barat","D",2016,9,1,8547008.54700855,8547008.54700855,NA,NA,0,8547008.54700855,8547008.54700855,99.6475877992466,Sep 2016
"1799","sulawesi-barat","D",2016,11,1,2800000,2800000,NA,NA,0,2800000,2800000,32.6445497630332,Nov 2016
"1800","sulawesi-barat","D",2017,3,1,3174603.17460317,3174603.17460317,NA,NA,0,3174603.17460317,3174603.17460317,37.0119611825773,Mar 2017
"1801","sulawesi-barat","D",2017,4,6,5287369.37755566,5649240.97439969,1952925.76489569,3813919043193.41,1225266.9241254,4419894.36619718,5645161.29032258,61.6442117004119,Apr 2017
"1802","sulawesi-barat","D",2017,5,1,5200000,5200000,NA,NA,0,5200000,5200000,60.6255924170616,May 2017
"1803","sulawesi-barat","D",2017,6,2,5208333.33333333,5208333.33333333,0,0,0,5208333.33333333,5208333.33333333,60.7227488151659,Jun 2017
"1804","sulawesi-selatan","A",2016,1,1129,7900000,8351942.12197239,2967158.59802999,8804030145863.31,4625000,6e+06,10625000,100,Jan 2016
"1805","sulawesi-selatan","A",2016,2,1536,8e+06,8422563.67223312,3203894.41854793,10264939445202.6,4791666.66666667,6e+06,10791666.6666667,101.26582278481,Feb 2016
"1806","sulawesi-selatan","A",2016,3,1596,8250000,8463875.62092043,2705297.94530139,7318636972851.95,3372222.22222222,6527777.77777778,9900000,104.430379746835,Mar 2016
